night,n_bars_h1,n_bars_h2,h1_high,h1_low,entry_ts,entry_mid,entry_spread,exit_ts,exit_mid,exit_spread,midpoint,dev_pips,side,traded,entry_px,exit_px,gross_pips,spread_cost_pips,net_pips,year,mae_pips,mfe_pips,bars_in_trade
2018-01-30,240.0,240.0,1.1039800000000002,1.09553,2018-01-31 01:59:00+00:00,1.0960550000000002,0.0002288095238095,2018-01-30 05:59:00+00:00,1.101915,0.0002170999999999,1.099755,-36.99999999999815,BUY,True,1.096169404761905,1.10180645,58.59999999999754,4.459095238094,54.14090476190354,2018,0.0,0.0,0
2018-01-31,239.0,240.0,1.0944250000000002,1.09155,2018-02-01 01:59:00+00:00,1.09424,0.0002185365853658,2018-01-31 05:59:00+00:00,1.0945900000000002,0.0002050273224043,1.0929875,12.525000000001008,SELL,True,1.0941307317073172,1.0946925136612022,-3.5000000000007248,4.235639077700999,-7.735639077701724,2018,0.0,0.0,0
2018-02-01,240.0,240.0,1.08743,1.0856050000000002,2018-02-02 01:59:00+00:00,1.08601,0.0001934426229507,2018-02-01 05:59:00+00:00,1.091325,0.0002193650793651,1.0865175,-5.075000000001051,BUY,True,1.0861067213114752,1.0912153174603176,53.1500000000018,4.128077023157999,49.02192297684381,2018,0.0,0.0,0
2018-02-06,240.0,240.0,1.078395,1.07585,2018-02-07 01:59:00+00:00,1.078325,0.0002224675324675,2018-02-06 05:59:00+00:00,1.076495,0.0002188976377952,1.0771225,12.024999999999952,SELL,True,1.0782137662337663,1.0766044488188975,18.299999999999983,4.413651702627,13.886348297372985,2018,0.0,0.0,0
2018-02-07,238.0,240.0,1.08708,1.08034,2018-02-08 01:59:00+00:00,1.08647,0.0001854347826087,2018-02-07 05:59:00+00:00,1.077375,0.0002066187050359,1.08371,27.60000000000096,SELL,True,1.0863772826086957,1.077478309352518,90.95000000000074,3.920534876446,87.02946512355474,2018,0.0,0.0,0
2018-02-08,240.0,240.0,1.0791150000000005,1.07658,2018-02-09 01:59:00+00:00,1.07688,0.0002316339869281,2018-02-08 05:59:00+00:00,1.08719,0.0002229508196721,1.0778475000000003,-9.67500000000232,BUY,True,1.076995816993464,1.087078524590164,103.1000000000004,4.545848066002,98.5541519339984,2018,0.0,0.0,0
2018-02-12,237.0,240.0,1.08373,1.081295,2018-02-13 01:59:00+00:00,1.08355,0.0002137878787878,2018-02-12 05:59:00+00:00,1.0780500000000002,0.0002158823529411,1.0825125,10.375000000000243,SELL,True,1.083443106060606,1.0781579411764708,54.99999999999838,4.296702317289,50.703297682709376,2018,0.0,0.0,0
2018-02-19,240.0,240.0,1.075155,1.072995,2018-02-20 01:59:00+00:00,1.073435,0.000219125,2018-02-19 05:59:00+00:00,1.07171,0.0002232467532468,1.074075,-6.40000000000196,BUY,True,1.0735445625,1.0715983766233763,-17.249999999999766,4.423717532467999,-21.67371753246777,2018,0.0,0.0,0
2018-02-20,238.0,240.0,1.0754450000000002,1.071465,2018-02-21 01:59:00+00:00,1.071695,0.0002117241379309,2018-02-20 05:59:00+00:00,1.0758800000000002,0.0002100884955752,1.073455,-17.599999999999838,BUY,True,1.0718008620689654,1.0757749557522125,41.85000000000105,4.218126335061,37.63187366494005,2018,0.0,0.0,0
2018-02-22,238.0,240.0,1.07105,1.06776,2018-02-23 01:59:00+00:00,1.07075,0.0002287640449438,2018-02-22 05:59:00+00:00,1.0669300000000002,0.0002063492063492,1.0694050000000002,13.449999999999296,SELL,True,1.0706356179775285,1.0670331746031747,38.19999999999934,4.35113251293,33.84886748706934,2018,0.0,0.0,0
2018-02-28,239.0,240.0,1.0776400000000002,1.074335,2018-03-01 01:59:00+00:00,1.074395,0.0001867857142857,2018-02-28 05:59:00+00:00,1.0774750000000002,0.0002234666666667,1.0759875,-15.925000000001075,BUY,True,1.074488392857143,1.0773632666666668,30.800000000001937,4.102523809524,26.697476190477936,2018,0.0,0.0,0
2018-03-01,238.0,240.0,1.0702950000000002,1.0672800000000002,2018-03-02 01:59:00+00:00,1.06731,0.0002186419753086,2018-03-01 05:59:00+00:00,1.073,0.0002248979591837,1.0687875000000002,-14.775000000002423,BUY,True,1.0674193209876544,1.072887551020408,56.89999999999973,4.435399344923,52.46460065507673,2018,0.0,0.0,0
2018-03-05,239.0,240.0,1.07667,1.073935,2018-03-06 01:59:00+00:00,1.07591,0.0002222619047619,2018-03-05 05:59:00+00:00,1.0734750000000002,0.0002027272727272,1.0753025,6.07499999999872,SELL,True,1.075798869047619,1.0735763636363638,24.34999999999743,4.249891774891,20.10010822510643,2018,0.0,0.0,0
2018-03-06,238.0,240.0,1.07339,1.0670000000000002,2018-03-07 01:59:00+00:00,1.06967,0.0001998473282442,2018-03-06 05:59:00+00:00,1.0734150000000002,0.00022925,1.070195,-5.250000000001087,BUY,True,1.069769923664122,1.0733003750000003,37.450000000003314,4.290973282442,33.15902671756132,2018,0.0,0.0,0
2018-03-12,240.0,240.0,1.0794450000000002,1.077775,2018-03-13 01:59:00+00:00,1.07807,0.0002218811881187,2018-03-12 05:59:00+00:00,1.075635,0.0001916666666666,1.07861,-5.399999999999849,BUY,True,1.0781809405940594,1.0755391666666665,-24.35000000000187,4.135478547852999,-28.485478547854868,2018,0.0,0.0,0
2018-03-13,240.0,240.0,1.073045,1.0706600000000002,2018-03-14 01:59:00+00:00,1.071145,0.0002143939393939,2018-03-13 05:59:00+00:00,1.0752700000000002,0.0002201086956521,1.0718525,-7.075000000000831,BUY,True,1.0712521969696969,1.075159945652174,41.25000000000156,4.34502635046,36.90497364954156,2018,0.0,0.0,0
