night,n_bars_h1,n_bars_h2,h1_high,h1_low,entry_ts,entry_mid,entry_spread,exit_ts,exit_mid,exit_spread,midpoint,dev_pips,side,traded,entry_px,exit_px,gross_pips,spread_cost_pips,net_pips,year
2018-01-01,237,240.0,1.10261,1.096965,2018-01-02 01:59:00+00:00,1.10087,0.0002475609756097,2018-01-02 05:59:00+00:00,1.10087,0.0001969032258064,1.0997875000000001,10.824999999998752,SELL,True,1.100746219512195,1.1009684516129032,-0.0,4.4446420141609995,-4.4446420141609995,2018
2018-01-04,240,240.0,1.099665,1.096415,2018-01-05 01:59:00+00:00,1.09707,0.0002152631578947,2018-01-05 05:59:00+00:00,1.09714,0.0002153921568627,1.09804,-9.699999999999154,BUY,True,1.0971776315789474,1.0970323039215686,0.700000000000145,4.306553147574,-3.6065531475738553,2018
2018-01-07,237,240.0,1.097865,1.094545,2018-01-08 01:59:00+00:00,1.094885,0.0002522988505747,2018-01-08 05:59:00+00:00,1.093665,0.0002298245614035,1.096205,-13.199999999999878,BUY,True,1.0950111494252874,1.0935500877192983,-12.199999999999989,4.821234119782,-17.021234119781987,2018
2018-01-08,240,240.0,1.09422,1.0914350000000002,2018-01-09 01:59:00+00:00,1.09348,0.0002448717948718,2018-01-09 05:59:00+00:00,1.09313,0.0002428571428571,1.0928275,6.524999999999448,SELL,True,1.0933575641025641,1.0932514285714285,3.5000000000007248,4.877289377289,-1.3772893772882755,2018
2018-01-09,240,240.0,1.09468,1.0919500000000002,2018-01-10 01:59:00+00:00,1.0919500000000002,0.0002173333333333,2018-01-10 05:59:00+00:00,1.091115,0.0002003529411764,1.093315,-13.649999999998386,BUY,True,1.092058666666667,1.091014823529412,-8.350000000001412,4.176862745097,-12.526862745098413,2018
2018-01-10,240,240.0,1.09556,1.08814,2018-01-11 01:59:00+00:00,1.0953750000000002,0.0002040243902439,2018-01-11 05:59:00+00:00,1.0940950000000005,0.0002447967479674,1.09185,35.250000000002224,SELL,True,1.0952729878048784,1.0942173983739842,12.799999999997258,4.488211382113,8.311788617884257,2018
2018-01-15,236,240.0,1.09216,1.09028,2018-01-16 01:59:00+00:00,1.0904600000000002,0.0002299999999999,2018-01-16 05:59:00+00:00,1.09366,0.0002053333333333,1.0912199999999999,-7.5999999999964984,BUY,True,1.090575,1.0935573333333335,31.999999999998696,4.3533333333319995,27.646666666666697,2018
2018-01-16,238,240.0,1.09841,1.09497,2018-01-17 01:59:00+00:00,1.09828,0.000220618556701,2018-01-17 05:59:00+00:00,1.09796,0.0002204672897196,1.0966900000000002,15.899999999997583,SELL,True,1.0981696907216494,1.0980702336448598,3.1999999999987594,4.410858464205999,-1.2108584642072397,2018
2018-01-17,237,240.0,1.09876,1.0949650000000002,2018-01-18 01:59:00+00:00,1.0961600000000002,0.0001664864864864,2018-01-18 05:59:00+00:00,1.09275,0.000168606557377,1.0968625,-7.024999999998283,BUY,True,1.0962432432432434,1.0926656967213115,-34.10000000000135,3.3509304386339993,-37.45093043863535,2018
2018-01-18,240,240.0,1.0983300000000005,1.0952000000000002,2018-01-19 01:59:00+00:00,1.097835,0.0002374999999999,2018-01-19 05:59:00+00:00,1.097785,0.0002051685393258,1.0967650000000004,10.699999999994603,SELL,True,1.09771625,1.097887584269663,0.4999999999988347,4.426685393256999,-3.9266853932581647,2018
2018-01-21,240,240.0,1.09958,1.097255,2018-01-22 01:59:00+00:00,1.0972650000000002,0.0001974358974359,2018-01-22 05:59:00+00:00,1.097965,0.0002296581196581,1.0984175,-11.524999999998897,BUY,True,1.0973637179487181,1.0978501709401711,6.999999999999229,4.2709401709399994,2.7290598290592296,2018
2018-01-22,240,240.0,1.094615,1.091665,2018-01-23 01:59:00+00:00,1.092245,0.0002261249999999,2018-01-23 05:59:00+00:00,1.0900850000000002,0.0002065753424657,1.09314,-8.950000000000902,BUY,True,1.0923580624999998,1.0899817123287674,-21.599999999997177,4.327003424656,-25.927003424653176,2018
2018-01-24,240,240.0,1.099475,1.096015,2018-01-25 01:59:00+00:00,1.09682,0.0002171527777777,2018-01-25 05:59:00+00:00,1.09847,0.0002151412429378,1.097745,-9.250000000000647,BUY,True,1.0969285763888887,1.0983624293785312,16.500000000001513,4.322940207155,12.177059792846514,2018
2018-01-30,240,240.0,1.1039800000000002,1.09553,2018-01-31 01:59:00+00:00,1.0960550000000002,0.0002288095238095,2018-01-31 05:59:00+00:00,1.0945900000000002,0.0002050273224043,1.099755,-36.999999999998145,BUY,True,1.096169404761905,1.094487486338798,-14.650000000000496,4.338368462138,-18.988368462138496,2018
2018-01-31,239,240.0,1.0944250000000002,1.09155,2018-02-01 01:59:00+00:00,1.09424,0.0002185365853658,2018-02-01 05:59:00+00:00,1.091325,0.0002193650793651,1.0929875,12.525000000001008,SELL,True,1.0941307317073172,1.0914346825396826,29.15000000000001,4.379016647308999,24.77098335269101,2018
2018-02-01,240,240.0,1.08743,1.0856050000000002,2018-02-02 01:59:00+00:00,1.08601,0.0001934426229507,2018-02-02 05:59:00+00:00,1.085635,0.0001823529411764,1.0865175,-5.075000000001051,BUY,True,1.0861067213114752,1.0855438235294117,-3.750000000000142,3.757955641271,-7.507955641271142,2018
2018-02-04,240,240.0,1.0867300000000002,1.08405,2018-02-05 01:59:00+00:00,1.08624,0.000218811881188,2018-02-05 05:59:00+00:00,1.086405,0.0002313924050632,1.08539,8.500000000000174,SELL,True,1.0861305940594062,1.0865206962025316,-1.6499999999997073,4.502042862512,-6.152042862511707,2018
2018-02-06,240,240.0,1.078395,1.07585,2018-02-07 01:59:00+00:00,1.078325,0.0002224675324675,2018-02-07 05:59:00+00:00,1.077375,0.0002066187050359,1.0771225,12.024999999999952,SELL,True,1.0782137662337663,1.077478309352518,9.500000000000064,4.290862375034,5.209137624966064,2018
2018-02-07,238,240.0,1.08708,1.08034,2018-02-08 01:59:00+00:00,1.08647,0.0001854347826087,2018-02-08 05:59:00+00:00,1.08719,0.0002229508196721,1.08371,27.600000000000957,SELL,True,1.0863772826086957,1.0873014754098362,-7.200000000000539,4.083856022808,-11.28385602280854,2018
2018-02-08,240,240.0,1.0791150000000005,1.07658,2018-02-09 01:59:00+00:00,1.07688,0.0002316339869281,2018-02-09 05:59:00+00:00,1.07874,0.0002144444444444,1.0778475000000003,-9.67500000000232,BUY,True,1.0769958169934641,1.0786327777777778,18.599999999999728,4.460784313725,14.139215686274728,2018
2018-02-12,237,240.0,1.08373,1.081295,2018-02-13 01:59:00+00:00,1.08355,0.0002137878787878,2018-02-13 05:59:00+00:00,1.082575,0.00022,1.0825125,10.375000000000245,SELL,True,1.083443106060606,1.0826850000000001,9.749999999999481,4.337878787878,5.412121212121481,2018
2018-02-19,240,240.0,1.075155,1.072995,2018-02-20 01:59:00+00:00,1.073435,0.000219125,2018-02-20 05:59:00+00:00,1.0758800000000002,0.0002100884955752,1.0740750000000001,-6.40000000000196,BUY,True,1.0735445625,1.0757749557522125,24.450000000002525,4.292134955752,20.157865044250524,2018
2018-02-20,238,240.0,1.0754450000000002,1.071465,2018-02-21 01:59:00+00:00,1.071695,0.0002117241379309,2018-02-21 05:59:00+00:00,1.07089,0.0001578181818181,1.073455,-17.599999999999838,BUY,True,1.0718008620689654,1.0708110909090909,-8.050000000001667,3.69542319749,-11.745423197491666,2018
2018-02-22,238,240.0,1.07105,1.06776,2018-02-23 01:59:00+00:00,1.07075,0.0002287640449438,2018-02-23 05:59:00+00:00,1.07227,0.0002052727272726,1.0694050000000002,13.449999999999296,SELL,True,1.0706356179775283,1.0723726363636363,-15.199999999999658,4.340367722163999,-19.54036772216366,2018
2018-02-28,239,240.0,1.0776400000000002,1.074335,2018-03-01 01:59:00+00:00,1.074395,0.0001867857142857,2018-03-01 05:59:00+00:00,1.073,0.0002248979591837,1.0759875,-15.925000000001077,BUY,True,1.074488392857143,1.0728875510204081,-13.950000000000351,4.116836734693999,-18.06683673469435,2018
2018-03-01,238,240.0,1.0702950000000002,1.0672800000000002,2018-03-02 01:59:00+00:00,1.06731,0.0002186419753086,2018-03-02 05:59:00+00:00,1.06706,0.0002135384615384,1.0687875000000002,-14.775000000002425,BUY,True,1.0674193209876544,1.0669532307692307,-2.500000000000835,4.32180436847,-6.8218043684708345,2018
2018-03-05,239,240.0,1.07667,1.073935,2018-03-06 01:59:00+00:00,1.07591,0.0002222619047619,2018-03-06 05:59:00+00:00,1.0734150000000002,0.00022925,1.0753025,6.07499999999872,SELL,True,1.075798869047619,1.0735296250000002,24.94999999999692,4.515119047619,20.43488095237792,2018
2018-03-06,238,240.0,1.07339,1.0670000000000002,2018-03-07 01:59:00+00:00,1.06967,0.0001998473282442,2018-03-07 05:59:00+00:00,1.0706100000000005,0.0002134939759036,1.070195,-5.250000000001087,BUY,True,1.069769923664122,1.0705032530120486,9.40000000000607,4.133413041478,5.2665869585280705,2018
2018-03-11,240,240.0,1.077245,1.075285,2018-03-12 01:59:00+00:00,1.0755850000000002,0.0002224074074074,2018-03-12 05:59:00+00:00,1.075635,0.0001916666666666,1.076265,-6.799999999997919,BUY,True,1.075696203703704,1.0755391666666665,0.49999999999661426,4.14074074074,-3.640740740743386,2018
2018-03-12,240,240.0,1.0794450000000002,1.077775,2018-03-13 01:59:00+00:00,1.07807,0.0002218811881187,2018-03-13 05:59:00+00:00,1.0752700000000002,0.0002201086956521,1.07861,-5.399999999999849,BUY,True,1.0781809405940594,1.075159945652174,-27.999999999999137,4.419898837708,-32.41989883770714,2018
2018-03-13,240,240.0,1.073045,1.0706600000000002,2018-03-14 01:59:00+00:00,1.071145,0.0002143939393939,2018-03-14 05:59:00+00:00,1.073975,0.0002136666666666,1.0718525,-7.075000000000831,BUY,True,1.0712521969696969,1.0738681666666665,28.29999999999888,4.280606060605,24.019393939393883,2018
2018-03-14,240,240.0,1.078005,1.074585,2018-03-15 01:59:00+00:00,1.0746350000000002,0.0001865217391304,2018-03-15 05:59:00+00:00,1.07442,0.000207037037037,1.076295,-16.599999999997728,BUY,True,1.0747282608695654,1.0743164814814814,-2.150000000002983,3.935587761674,-6.085587761676983,2018
2018-03-15,240,240.0,1.0733350000000002,1.071085,2018-03-16 01:59:00+00:00,1.073295,0.0002156249999999,2018-03-16 05:59:00+00:00,1.075325,0.0002311235955056,1.07221,10.850000000000026,SELL,True,1.0731871875,1.075440561797753,-20.299999999999763,4.467485955055,-24.767485955054763,2018
2018-03-18,240,240.0,1.0692400000000002,1.06702,2018-03-19 01:59:00+00:00,1.06709,0.0001758928571428,2018-03-19 05:59:00+00:00,1.068705,0.0002134693877551,1.06813,-10.399999999999299,BUY,True,1.0671779464285716,1.0685982653061226,16.14999999999922,3.893622448979,12.25637755102022,2018
2018-03-19,240,240.0,1.0660600000000002,1.06403,2018-03-20 01:59:00+00:00,1.064505,0.0002102173913043,2018-03-20 05:59:00+00:00,1.067115,0.0002113157894736,1.065045,-5.399999999999849,BUY,True,1.064610108695652,1.0670093421052633,26.100000000000012,4.215331807779,21.884668192221014,2018
2018-03-20,240,240.0,1.072855,1.0702350000000005,2018-03-21 01:59:00+00:00,1.0727350000000002,0.00019,2018-03-21 05:59:00+00:00,1.0719950000000005,0.0002277083333332,1.0715450000000002,11.900000000000244,SELL,True,1.0726400000000003,1.072108854166667,7.399999999997409,4.177083333332,3.2229166666654088,2018
2018-03-21,240,240.0,1.0762850000000002,1.0702850000000002,2018-03-22 01:59:00+00:00,1.0704350000000002,0.0002206666666666,2018-03-22 05:59:00+00:00,1.071355,0.00021475,1.0732850000000003,-28.500000000000192,BUY,True,1.0705453333333335,1.071247625,9.199999999998099,4.354166666665999,4.8458333333320995,2018
2018-03-22,240,240.0,1.06833,1.0651450000000002,2018-03-23 01:59:00+00:00,1.068285,0.0001566666666666,2018-03-23 05:59:00+00:00,1.06757,0.0001954545454545,1.0667375000000001,15.47499999999813,SELL,True,1.0682066666666665,1.067667727272727,7.150000000000212,3.521212121211,3.6287878787892116,2018
2018-03-25,240,240.0,1.0652,1.06343,2018-03-26 01:59:00+00:00,1.06509,0.0001792307692307,2018-03-26 05:59:00+00:00,1.06272,0.0002245283018867,1.0643150000000001,7.749999999999702,SELL,True,1.0650003846153848,1.0628322641509436,23.699999999999832,4.0375907111739995,19.662409288825835,2018
2018-04-02,240,240.0,1.0657200000000002,1.061635,2018-04-03 01:59:00+00:00,1.06487,0.000220238095238,2018-04-03 05:59:00+00:00,1.06228,0.0002238709677419,1.0636775000000003,11.924999999997077,SELL,True,1.064759880952381,1.062391935483871,25.900000000000922,4.441090629799,21.458909370201923,2018
2018-04-03,240,240.0,1.0593,1.056925,2018-04-04 01:59:00+00:00,1.05883,0.0002212658227847,2018-04-04 05:59:00+00:00,1.05641,0.0002064864864864,1.0581125,7.174999999999265,SELL,True,1.0587193670886075,1.0565132432432434,24.199999999998667,4.277523092710999,19.922476907287667,2018
2018-04-05,240,240.0,1.05798,1.05397,2018-04-06 01:59:00+00:00,1.057295,0.0002217777777777,2018-04-06 05:59:00+00:00,1.0571100000000002,0.0002483928571428,1.055975,13.199999999999878,SELL,True,1.0571841111111113,1.0572341964285716,1.849999999998797,4.701706349205,-2.8517063492062027,2018
2018-04-08,240,240.0,1.05625,1.054345,2018-04-09 01:59:00+00:00,1.054405,0.0001963636363636,2018-04-09 05:59:00+00:00,1.053055,0.0001643055555555,1.0552975,-8.924999999999628,BUY,True,1.0545031818181818,1.0529728472222224,-13.499999999999623,3.6066919191909994,-17.106691919190624,2018
2018-04-09,240,240.0,1.05448,1.051865,2018-04-10 01:59:00+00:00,1.0542600000000002,0.0001762393162393,2018-04-10 05:59:00+00:00,1.054545,0.0002177011494253,1.0531725,10.8750000000013,SELL,True,1.0541718803418805,1.0546538505747127,-2.849999999998687,3.9394046566460004,-6.789404656644687,2018
2018-04-12,240,240.0,1.05298,1.05091,2018-04-13 01:59:00+00:00,1.052955,0.0002243137254902,2018-04-13 05:59:00+00:00,1.054075,0.0001960526315789,1.051945,10.100000000001774,SELL,True,1.052842843137255,1.0541730263157896,-11.200000000000099,4.203663570691,-15.403663570691098,2018
2018-04-18,240,240.0,1.065625,1.061025,2018-04-19 01:59:00+00:00,1.06172,0.0002067073170731,2018-04-19 05:59:00+00:00,1.06496,0.0002076470588235,1.063325,-16.050000000000786,BUY,True,1.0618233536585366,1.0648561764705882,32.399999999999096,4.143543758966,28.256456241033096,2018
2018-04-22,240,240.0,1.0648050000000002,1.0621900000000002,2018-04-23 01:59:00+00:00,1.064575,0.0002474999999999,2018-04-23 05:59:00+00:00,1.0653900000000005,0.000248953488372,1.0634975000000002,10.774999999998425,SELL,True,1.06445125,1.0655144767441864,-8.150000000004542,4.964534883719,-13.114534883723543,2018
